Day,Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23
240,-1.97,-1.13,-1.55,-1.97,-1.03,-1.78,-6.17,-7.07,-6.35,-8.87,-4.06,-6,-4.03,-4.45,-4.05,-4.18,-6.16,-7.1,-8.39,-6.1,-1.21,-1.02,-1.93,-1.73
241,-1.99,-1.3,-1.22,-1.99,-1.85,-1.74,-9,-7.11,-8.6,-7.33,-4.77,-5.54,-5.19,-4.61,-4.19,-5.5,-8.47,-7.43,-7.1,-6.19,-0.77,0,0,0
242,-1.85,-1.76,-1.04,-1.85,-1.78,-1.47,-7.7,-6.65,-8.97,-8.7,-5.72,-5.78,-5.16,-5.19,-4.77,-4.76,-8.24,-7.88,-8.08,-4.4,0,0,0,0
243,-1.91,-1.72,-1.1,-1.91,-1.08,-1.17,-6.33,-6.17,-6.25,-7.36,-4.81,-5.62,-4.29,-4.76,-4.47,-5.88,-8.86,-7.18,-7.91,-6.27,-1.76,-1.38,-1.73,-1.22
244,-1.25,-1.38,-1.13,-1.25,-1.56,-1.45,-6.37,-6.28,-6.1,-8.17,-5.23,-5.22,-5.89,-4.55,-4.87,-4.03,-7.13,-8.68,-7.79,-8.58,-1.74,-1.99,-0.51,0
245,-1.02,-1.42,-1.95,-1.02,-1.88,-1.25,-6.51,-7.8,-8.41,-6.93,-4.45,-4.77,-4.58,-4.85,-5.79,-5.7,-6.5,-9,-7.97,-7.7,-1.42,0,0,0
246,-1.57,-1.68,-1.58,-1.57,-1.35,-1.24,-8.94,-8.18,-8.92,-6.92,-5.36,-5.03,-4.55,-4.72,-5.21,-4.51,-6.09,-8.04,-8.24,-6.45,-1.32,0,0,0
247,-1.13,-1.8,-1.41,-1.13,-1.51,-1.52,-8.35,-8.55,-6.95,-8.67,-4.48,-5.56,-5.97,-4.44,-4.04,-4.84,-7.07,-6.44,-6.48,-7.67,-1.9,-1.12,0,0
248,-1.61,-1.7,-1.59,-1.61,-1.53,-1.65,-8.9,-8.49,-8.25,-8.91,-5.34,-4.21,-5.17,-4.44,-5.94,-5.46,-6.4,-8.44,-6.37,-5.5,0,0,0,0
249,-1.31,-1.51,-1.82,-1.31,-1.11,-1.34,-8.9,-6.38,-7.13,-6.36,-5.16,-5.03,-5.58,-4.01,-5.29,-4.67,-6.68,-6.75,-7.7,-6.56,-1.78,-1.85,-1.97,-1.01
250,-1.89,-1.35,-1.34,-1.89,-1.48,-1.62,-7.95,-8.36,-7.32,-8.54,-4.27,-4.32,-5.67,-4.64,-5.58,-5.36,-6.48,-8.93,-6.42,-6.27,-1.89,-0.22,0,0
251,-1.46,-1.52,-1.08,-1.46,-1.63,-1.4,-7.15,-7.12,-6.23,-7.38,-4.82,-5.43,-5.43,-5.82,-4.73,-5.47,-7.79,-6.19,-7.53,-7.63,-1.9,-1.79,-0.4,0
252,-1.27,-1.75,-1.85,-1.27,-1.42,-1.29,-7.84,-8.86,-8.9,-6.44,-5.28,-5.61,-5.92,-5.43,-5.23,-4.28,-6.11,-8.62,-7.56,-6.24,0,0,0,0
253,-1.73,-1.73,-1.26,-1.73,-1.13,-1.1,-6.27,-7.53,-7.83,-8.28,-5.04,-5.08,-4.66,-5.95,-5.94,-4.09,-6.15,-6.16,-7.65,-8.57,-1.88,-1.48,-0.39,0
254,-1.11,-1.96,-1.13,-1.11,-1.43,-1.75,-6.42,-7.7,-6.01,-7.58,-5.24,-5.62,-5.28,-4.69,-4.86,-4.51,-6.96,-8.07,-7.32,-8.79,-1.53,-1.86,-0.08,0
255,-1.43,-1.42,-1.29,-1.43,-1.64,-1.05,-6.11,-7.96,-7.39,-8.04,-4.38,-5.21,-4.4,-4.62,-4.83,-5.07,-8.82,-6.09,-6.73,-8.09,-1.04,-1.95,-1.05,-1.29
256,-1.24,-1.54,-1.61,-1.24,-1.39,-1.09,-8.01,-8.28,-6.13,-8.34,-5.11,-5.13,-5.21,-5.34,-4.65,-5.87,-8.41,-8.57,-8.19,-5.79,0,0,0,0
257,-1.38,-1.32,-1.51,-1.38,-1.94,-1.47,-6.36,-7.94,-7.03,-6.97,-4.95,-5.34,-5.34,-4.41,-4.04,-5.23,-7.15,-8.73,-6.36,-6.43,-1.54,-1.37,-1,-1.83
258,-1.62,-1.19,-1.55,-1.62,-1.2,-1.9,-8.03,-6.65,-8.45,-8.7,-4.55,-4.76,-4.11,-4.94,-4.3,-4.55,-6.32,-6.15,-6.65,-6.55,-1.61,-1,-1.13,-1.92
259,-1.19,-1.94,-1.74,-1.19,-1.48,-1.93,-7.7,-7.37,-7.22,-6.08,-4.94,-5.81,-5.86,-4.85,-4.07,-4.61,-7.6,-6.58,-6.96,-6.7,-1.79,-1.13,-1.48,-0.87
260,-1.69,-1.01,-1.87,-1.69,-1.38,-1.86,-6.4,-6.98,-6.3,-7.36,-4.56,-5.37,-4.75,-4.3,-5.06,-4.16,-7.17,-7.04,-6.9,-6.59,-1.92,-1.04,-1.52,-1.47
261,-1.19,-1.78,-1.94,-1.19,-1.44,-1.82,-7.23,-7.83,-6.53,-6.02,-5.15,-4.53,-5.7,-5.58,-4.64,-4.88,-8.1,-7.33,-6.92,-7.12,-1.78,-1.95,-0.44,0
262,-1.17,-1.88,-1.34,-1.17,-1.63,-1.87,-6.26,-8.96,-7.3,-8.01,-4.3,-4.02,-5.78,-5.07,-4.6,-5.45,-8.8,-7.21,-8.13,-7.32,-0.8,0,0,0
263,-1.5,-1.16,-1.51,-1.5,-1.12,-1.4,-8.05,-8.95,-7.57,-6.04,-4.37,-4.77,-5.8,-5.7,-5.66,-5.32,-6.67,-7.66,-7.6,-8.83,-0.22,0,0,0
264,-1.58,-1.06,-1.91,-1.58,-1.24,-1.55,-8.49,-8.4,-6.98,-8.22,-5.12,-4.86,-5.75,-5.78,-4.44,-4.16,-7.39,-6.36,-6.01,-7.94,-1.11,-1.55,0,0
265,-1.92,-1.24,-1.81,-1.92,-1.77,-1.92,-7.1,-6.27,-8.37,-6.36,-4.22,-5.78,-5.93,-5.52,-5.31,-5.25,-7.9,-8.71,-7.02,-7.5,0,0,0,0
266,-1.62,-1.96,-1.69,-1.62,-1.36,-2,-7.88,-8.52,-8.52,-6.95,-5.49,-4.36,-4.99,-5.18,-4.43,-5.89,-7.35,-7.32,-8.68,-5.71,0,0,0,0
267,-1.78,-1.18,-1.11,-1.78,-1.9,-1.94,-7.34,-7.2,-6.56,-8.73,-5.09,-4.29,-5.22,-5.5,-4.13,-5.73,-6.31,-8.99,-6.61,-8.4,-1.02,-0.87,0,0
268,-1.1,-1.24,-1.88,-1.1,-1.29,-1.91,-8.92,-6.25,-7.71,-6.27,-4.66,-4.15,-5.92,-5.89,-4.8,-4.03,-6.08,-6.56,-7.8,-6.79,-1.61,-1.25,-1.51,-1.11
269,-1.33,-1.66,-1.44,-1.33,-1.32,-1.45,-8.45,-8.29,-6.88,-6.94,-5.94,-5.04,-4.73,-4.31,-5.29,-5.73,-8.01,-8.16,-7.38,-6.63,-0.92,0,0,0
270,-1.53,-1.17,-1.12,-1.53,-1.51,-1.08,-6.89,-6.09,-8.54,-8.7,-4.04,-4.91,-5.99,-5.92,-4.65,-5.65,-7.97,-8.55,-7.37,-7.93,-0.29,0,0,0
271,-1.95,-1.21,-1.86,-1.95,-1.16,-1.67,-7.67,-7.98,-8.49,-6.19,-5.91,-4.53,-4.24,-5.58,-5.82,-4.99,-8.51,-6.93,-8.23,-6.81,-0.17,0,0,0
272,-1.41,-1.31,-1.15,-1.41,-1.94,-1.65,-6.59,-7.69,-7.17,-7.17,-5.6,-4.37,-5.72,-5.28,-4.15,-4.04,-8.68,-7.31,-7.77,-6.39,-1.87,-1.81,-0.83,0
273,-1.63,-1.8,-1.75,-1.63,-1.64,-1.45,-7.63,-7.84,-6.53,-6.26,-4.67,-5.47,-4.2,-4.67,-4.33,-5.02,-7.11,-7.54,-7.51,-8.63,-1.14,-1.31,-1.29,-0.48
274,-1.11,-2,-1.3,-1.11,-1.54,-1.78,-7.9,-6.59,-6.29,-7.16,-5.38,-5.95,-5.8,-4.01,-5.99,-4.16,-9,-8.03,-6,-7.59,-1.02,-1.3,0,0
275,-1.92,-1.89,-1.13,-1.92,-1.47,-1.18,-7.95,-6.43,-6.42,-7.68,-4.62,-5.92,-5.89,-5.82,-5.12,-4.82,-8.94,-6.47,-6.45,-7.97,-1.73,-0.08,0,0
276,-1.03,-1.48,-2,-1.03,-1.27,-1.96,-8.84,-7.3,-7.45,-6.62,-4.12,-4.72,-4.52,-5.16,-4.17,-4.51,-7.7,-8,-6.68,-7.88,-1.9,-1.6,-0.99,0
277,-1.66,-1.33,-1.97,-1.66,-1.32,-1.9,-7.11,-8.59,-8.38,-7.81,-5.39,-4.68,-5.44,-4.04,-5.89,-4.67,-8.04,-8.57,-7.71,-5.4,0,0,0,0
278,-1.75,-1.22,-1.26,-1.75,-1.07,-1.48,-7.39,-8.09,-8.55,-7.58,-5.8,-4.7,-5.22,-4.79,-5.6,-5.22,-8.78,-7.14,-6.46,-7.8,0,0,0,0
279,-1.48,-1.91,-1.45,-1.48,-1.36,-1.03,-8.67,-7.43,-6.55,-7.95,-4.68,-5.71,-5.77,-4.37,-4.36,-4.87,-8.13,-8.34,-6.28,-6.73,-1.1,-1.64,-0.09,0
280,-1.83,-1.32,-1.97,-1.83,-1.56,-1.68,-6.56,-8.53,-8.34,-7.96,-4.85,-5.76,-4.48,-5.97,-5.02,-4.51,-6.69,-8.16,-8.3,-6.41,0,0,0,0
281,-1.37,-1.43,-1.55,-1.37,-1.77,-1.82,-7.93,-6.69,-8.74,-8.44,-4.62,-5.43,-4.18,-4.99,-4.69,-6,-8.94,-8.84,-8.14,-4.33,0,0,0,0
282,-1.1,-1.19,-1.17,-1.1,-1.04,-1.72,-6.23,-7,-8.77,-8.41,-5.76,-5.02,-5.99,-6,-4.84,-4.68,-6.92,-8.46,-7.27,-8.33,0,0,0,0
283,-1.1,-1.1,-1.3,-1.1,-1.26,-1.64,-8.57,-7.04,-6.49,-6.26,-5.57,-4.02,-4.47,-4.79,-5.9,-4.43,-7.69,-7.91,-7.66,-6.23,-1.53,-1.41,-1.25,-1.32
284,-1.65,-1.49,-1.62,-1.65,-1.57,-1.66,-7.83,-6.08,-7.01,-6.29,-5.23,-5.07,-4.13,-4.52,-4.84,-4.97,-8.22,-6.6,-7.73,-8.75,-1.6,-1.52,-1.03,-0.49
285,-1.64,-1.88,-1.77,-1.64,-1,-1.36,-6.85,-8.16,-6.63,-8.3,-5.98,-5.54,-5.31,-4.45,-4.71,-5.93,-6.85,-6.21,-7.35,-8.59,-1.33,-0.06,0,0
286,-1.18,-1.68,-1.9,-1.18,-1.02,-1.23,-7.75,-6.03,-8.24,-8.72,-5.76,-5.81,-4.85,-5.15,-4.1,-4.78,-6.16,-6.09,-7.99,-7.4,-1.33,-1.12,-1.46,-0.15
287,-1.05,-1.37,-1.5,-1.05,-1.34,-1.28,-8.73,-6.28,-6.12,-7.72,-5.64,-4.29,-5.06,-5.33,-4.45,-4.93,-6.37,-6.47,-8.9,-7.58,-1.35,-1.23,-1.52,-1.39
288,-1.14,-1.22,-1.53,-1.14,-1.46,-1.69,-6.25,-8.3,-8.7,-7.22,-4.89,-5.64,-5.96,-4.63,-5.56,-4.83,-6.18,-6.61,-6.56,-8.27,-1.58,-1.68,0,0
289,-1.8,-1.64,-1.14,-1.8,-1.73,-1.54,-6.43,-8.48,-8.66,-8.98,-5.17,-5.53,-4.38,-5.04,-5.51,-5.03,-7.12,-8.74,-6.81,-6.17,0,0,0,0
290,-1.6,-1.53,-1.62,-1.6,-1.73,-1.54,-8.45,-8.96,-6.21,-8.47,-5.83,-4.47,-4.02,-5.43,-4.28,-5.74,-6.23,-7.83,-6.94,-8.78,-0.24,0,0,0
291,-1.26,-1.81,-1.71,-1.26,-1.37,-1.65,-7.49,-8.59,-7.17,-6.55,-4.08,-5.76,-4.43,-5.72,-4.47,-5.26,-8.8,-7,-6.37,-7.52,-1.48,-1.41,0,0
292,-1.64,-1.07,-1.26,-1.64,-1.06,-1.03,-8.65,-8.79,-6.35,-7.13,-5.06,-5.18,-5.73,-5.19,-4.4,-5.83,-6.57,-6.31,-6.32,-7.35,-1.29,-1.97,-1.42,-0.3
293,-1.68,-1.19,-1.07,-1.68,-1.65,-1.1,-6.89,-8.48,-6,-6.7,-4.67,-4.51,-4.01,-4.37,-4.4,-4.7,-8.46,-6.99,-8.47,-8.82,-1.36,-1.84,-1.19,-1.35
294,-1.61,-1.15,-1.37,-1.61,-1.38,-1.13,-8.81,-6.32,-8.03,-6.28,-5.32,-4.97,-4.62,-5.37,-5.18,-5.92,-8.66,-8.61,-8.29,-6.88,0,0,0,0
295,-1.65,-1.91,-1.63,-1.65,-1.73,-1.18,-8.49,-7.73,-7.41,-8.15,-5.18,-4.13,-4.06,-5.45,-4.52,-5.46,-7.97,-8.52,-7.77,-6.35,-0.61,0,0,0
296,-1.59,-1.47,-1.65,-1.59,-1.71,-1.67,-8.61,-8.2,-7.28,-6.12,-4.22,-4.57,-4.7,-5.33,-4.04,-5.63,-6.24,-7.36,-7.1,-7.99,-1.05,-1.79,-1.17,-0.41
297,-1.82,-1.72,-1.48,-1.82,-1.93,-1.69,-7.14,-6.59,-6.84,-7.26,-5.04,-4.25,-5.19,-5.47,-4.05,-5.59,-6.35,-8,-7.78,-6.19,-1.62,-1.09,-1.89,-0.92
298,-1.78,-1.9,-1.83,-1.78,-1.82,-1.94,-8.87,-8.92,-8.73,-6.03,-4.68,-4.89,-5.45,-4.6,-4.06,-5.21,-6.01,-8.68,-7.23,-7.27,0,0,0,0
299,-1.6,-1.29,-1.45,-1.6,-1.31,-1.76,-7.59,-6.7,-7.08,-8.16,-5.22,-5.24,-5.62,-4.35,-5.67,-4.91,-6.16,-8.78,-8.69,-8.32,0,0,0,0
300,-1.71,-1.29,-1.8,-1.71,-1.06,-1.39,-7.52,-7.24,-6.92,-8.71,-5.81,-5.51,-5.19,-5.01,-4.3,-4.44,-7.57,-8.55,-6.15,-6.02,-1.25,-1.42,-1.04,0
301,-1.53,-1.16,-1.55,-1.53,-1.57,-1.34,-6.34,-6.82,-8.72,-8.97,-4.48,-5.81,-5.36,-5.33,-5.59,-5.63,-7.46,-8.05,-8.87,-5.32,0,0,0,0
302,-1.32,-1.04,-1.18,-1.32,-1.29,-1.29,-7.62,-8.93,-6.63,-7.51,-4.28,-5.89,-4.66,-4.81,-5.3,-5.36,-8.26,-8.34,-7.16,-6.96,-1.21,-0.86,0,0
303,-1.1,-1.84,-1.88,-1.1,-1.61,-1.88,-7.01,-6.91,-8.43,-7.77,-4.5,-5.97,-5.43,-4.18,-4.08,-4.64,-7.44,-6.33,-6.64,-7.86,-1.08,-1.61,-1.07,-0.64
304,-1.31,-1.68,-1.55,-1.31,-1.89,-1.48,-8.01,-8.86,-6.44,-7.09,-5.27,-5.42,-5.98,-4.18,-4.03,-4.71,-6.79,-6.12,-8.68,-8.7,-1.36,-0.35,0,0
305,-1.07,-1.65,-1.99,-1.07,-1.2,-1.31,-6.71,-8.68,-7.42,-8.68,-4.27,-4.57,-4.9,-4.84,-5.02,-5.07,-8.22,-7.57,-8.13,-7.45,-1.15,0,0,0
306,-1.78,-1.24,-1.14,-1.78,-1.55,-1.17,-6.16,-7.58,-7.25,-7.11,-5.6,-5.55,-5.9,-5.55,-4.29,-4.54,-7.69,-8.41,-7.02,-8.74,-1.63,0,0,0
307,-1.11,-1.94,-1.66,-1.11,-1.32,-1.46,-7.52,-7,-8.01,-8.4,-4.5,-5.53,-4.3,-5.05,-4.88,-4.16,-8.88,-7.83,-8.3,-6.3,-1.05,-0.7,0,0
308,-1.69,-1.35,-1.12,-1.69,-1.65,-1.96,-6.99,-7.96,-6.75,-7.24,-5.71,-4.26,-4.83,-5.2,-4.53,-5.66,-8.81,-8.98,-7.25,-7.62,-0.34,0,0,0
309,-1.96,-1.21,-1.72,-1.96,-1.62,-1.93,-7.8,-8.5,-6.02,-8.32,-5.11,-4.68,-4.84,-4.34,-4.8,-4.65,-7.9,-8.67,-7.62,-6.59,-1.05,-0.57,0,0
310,-1.08,-1.39,-1.96,-1.08,-1.35,-1.82,-8.11,-8.21,-7.23,-8.86,-4.66,-5.48,-4.76,-4.55,-5.61,-4.79,-7.31,-7.57,-7.92,-7.24,0,0,0,0
311,-1.34,-1.84,-1.61,-1.34,-1.64,-1.86,-7.94,-8.43,-6.73,-8.3,-4.04,-4.74,-5.39,-5.94,-4.05,-4.5,-7.9,-8.45,-7.9,-7.3,0,0,0,0
312,-1.77,-1.67,-1.11,-1.77,-1.78,-1.08,-8.09,-6.66,-6.41,-7.4,-4.97,-4.37,-5.89,-5.32,-5.55,-5.14,-7.99,-7.64,-6.79,-6.63,-1.58,-1.01,-1.05,0
313,-1.96,-1.57,-1.51,-1.96,-1.97,-1.86,-7.82,-8.57,-6.74,-6.15,-5.06,-5.87,-5.66,-4.27,-4.63,-4.83,-8.28,-7.28,-6.06,-8.82,-0.99,0,0,0
314,-1.72,-2,-1.9,-1.72,-1.31,-1.06,-7.58,-6.02,-6.88,-7.38,-5.77,-5.78,-4.82,-4.92,-5.12,-5.45,-6.16,-6.46,-8.54,-6.49,-1.67,-1.41,-1.34,-0.12
315,-1.99,-1.07,-1.24,-1.99,-1.85,-1.26,-8.64,-7.14,-8.13,-7.94,-4.71,-5.39,-4.81,-5.73,-4.53,-4.15,-6.13,-7.66,-7.41,-8.78,-1.34,0,0,0
316,-1.57,-1.54,-1.49,-1.57,-1.71,-1.21,-8.83,-8.18,-8.26,-6.05,-5.45,-4.11,-4.92,-5.62,-4.88,-4.29,-6.07,-8.19,-7.42,-6.06,-1.2,-1.57,-1.28,0
317,-1.28,-1.77,-1.18,-1.28,-1.86,-1.63,-8,-6.68,-6.52,-6.07,-4.34,-5.91,-4.88,-5.55,-5.5,-5.61,-7.22,-7.85,-6.59,-8.81,-1.38,-1.1,-0.17,0
318,-1.18,-1.93,-1.69,-1.18,-1.49,-1.38,-8.25,-8.38,-8.37,-7.62,-5.19,-4.85,-5.24,-4.78,-5.88,-4.72,-7.14,-6.68,-7.42,-7.43,-0.28,0,0,0
319,-1.06,-1.9,-1.42,-1.06,-1.2,-1.33,-7.47,-6.03,-7.79,-8.19,-4.91,-5.19,-5.2,-4.03,-5.46,-4.28,-6.75,-8.39,-8.15,-8.63,-1.79,-0.73,0,0
320,-1.38,-1.56,-1.4,-1.38,-1.09,-1.16,-7.26,-7.87,-7.91,-7.49,-4.47,-5.67,-4.78,-4.13,-5.88,-5.1,-7.42,-7.16,-6.88,-7.66,-1.48,-1.26,-0.89,0
321,-1.67,-1.52,-1.31,-1.67,-1.37,-1.69,-8.06,-7.78,-6.18,-6.46,-4.72,-5.66,-4.58,-4.32,-5.82,-4.06,-7.52,-7.97,-7.33,-6.99,-1.37,-1.4,-1.65,-0.47
322,-1.06,-1.22,-1.3,-1.06,-1.05,-1.43,-8.07,-6.6,-6.88,-7.2,-5.6,-4.34,-5.65,-5.24,-4.71,-5.25,-7.62,-7.98,-6.66,-8.31,-1.67,-1.8,-0.26,0
323,-1.09,-1.92,-1.06,-1.09,-1.18,-1.56,-6.99,-8.66,-7.38,-8.1,-5.08,-4.24,-5.34,-5.12,-5.92,-5.14,-6.03,-8.33,-7.91,-8.8,-0.05,0,0,0
324,-1.26,-1.46,-1.36,-1.26,-1.35,-1.53,-6.56,-6.4,-7.11,-7.8,-4.33,-4.62,-5.31,-4.91,-4.89,-5,-6.27,-7.37,-8.18,-6.68,-1.55,-1.55,-1.86,-1.81
325,-1.53,-1.23,-1.9,-1.53,-1.4,-1.09,-7.14,-7.95,-8.6,-8.45,-5.19,-4.89,-5.66,-4.15,-4.34,-5.32,-7.86,-6.61,-7.09,-7.59,-1.91,0,0,0
326,-1.83,-1.15,-1.41,-1.83,-1.81,-1.19,-7.96,-6.91,-6.39,-8.51,-4.29,-5.99,-4.81,-4.64,-4.34,-4.99,-8.42,-7.15,-7.86,-6.37,-1.42,-1.73,-0.73,0
327,-1.66,-1.73,-1.48,-1.66,-1.53,-1.13,-6.75,-7.58,-8.87,-6.8,-4.9,-5.06,-5.76,-4.55,-5.26,-4.03,-7.98,-7.24,-7.77,-7.91,-1.26,-0.65,0,0
328,-1.74,-1.58,-1.82,-1.74,-1.08,-1.01,-6.18,-8.04,-6.58,-8.08,-5.46,-5.71,-5.87,-4.57,-4.65,-4.21,-6.53,-8.98,-8.46,-7.69,-1.18,-0.48,0,0
329,-1.41,-1.6,-1.39,-1.41,-1.08,-1.87,-8.25,-8.65,-7.66,-8.52,-4.97,-5.28,-5.15,-4.92,-4.78,-4.41,-8.94,-7.57,-6.09,-6.49,-0.87,0,0,0
330,-1.64,-1.4,-1.82,-1.64,-1.95,-1.03,-6.6,-7.52,-8.81,-7.83,-4.35,-5.63,-5.91,-4.36,-4.42,-5.49,-6.1,-8.36,-6.23,-7.09,-1.53,-1.25,-0.58,0
331,-1.53,-1.95,-1.05,-1.53,-1.56,-1.64,-6.86,-6.38,-6.87,-8.8,-4.56,-5.42,-5.04,-4.93,-5.65,-5.26,-6.05,-7.81,-7.18,-6.4,-1.07,-1.26,-1.74,-0.89
332,-1.63,-1.91,-1.84,-1.63,-1.67,-1.61,-6.65,-6.78,-6.75,-6.3,-4.02,-5.01,-5.99,-5.86,-5.48,-5.99,-7.31,-8.26,-6.82,-7.5,-1.95,-0.57,0,0
333,-1.65,-1.44,-1.91,-1.65,-1.44,-1.88,-8.66,-7.57,-6.29,-7.49,-4.74,-4.42,-5.62,-5.31,-4.39,-4.84,-6.7,-7.26,-8.35,-6.32,-1.82,-1.65,-0.15,0
334,-1.08,-1.95,-1.02,-1.08,-1.39,-1.38,-7.38,-8.95,-8.78,-7.83,-5.53,-4.29,-5.44,-4.47,-4.99,-4.73,-8.23,-6.31,-7.94,-6.65,-1.56,0,0,0
335,-1.26,-1.77,-2,-1.26,-2,-1.19,-7.9,-8.36,-6.36,-7.57,-5.88,-4.58,-5.89,-5.91,-5.84,-5.45,-7.54,-8.05,-8.57,-3.78,0,0,0,0
336,-1.99,-1.18,-1.8,-1.99,-1.61,-1.46,-7.18,-8.71,-8.28,-7.42,-4.88,-4.54,-4.73,-5.88,-4.08,-4.44,-6.18,-6.13,-7.69,-6.83,-1.71,-1.11,-1.74,-0.33
337,-1.97,-1.58,-1.88,-1.97,-1.15,-1.74,-6.15,-7.86,-8.09,-8.28,-5.7,-5.82,-4.6,-4.58,-4.72,-5.11,-8.85,-7.54,-8.6,-5.68,0,0,0,0
338,-1.19,-1.83,-1.02,-1.19,-1.45,-1.16,-9,-6.56,-7.84,-6.7,-4.71,-5.69,-5.55,-5.99,-5.38,-5.39,-6.31,-6.84,-8.3,-7.24,-1.34,-0.41,0,0
339,-1.72,-1.76,-1.13,-1.72,-1.82,-1.84,-7.44,-7.95,-7.46,-6.93,-5.46,-5.39,-5.27,-4.66,-5.25,-4.06,-7.22,-7.72,-6.82,-6.14,-1.58,-1.92,-0.36,0
340,-1.38,-1.4,-1.17,-1.38,-1.18,-1.99,-8.13,-7.81,-6.56,-6.99,-5.33,-4.13,-4.12,-4.73,-4.27,-4.41,-6.84,-6.89,-8.76,-6.89,-1.03,-1.24,-1.17,-1.3
341,-1.16,-1.19,-1.49,-1.16,-1.71,-1.6,-7.39,-8.63,-6.72,-7.12,-5.14,-4.69,-4.88,-4.15,-4.7,-5.25,-8.54,-6.44,-6.6,-7.07,-1.37,-1.5,-1.8,-0.76
342,-1.11,-1.96,-1.55,-1.11,-1.81,-1.99,-8.51,-8.11,-6.25,-8.15,-5.71,-5.44,-4.61,-5.02,-5.33,-4.48,-8.17,-6.52,-7.16,-6.78,-1.24,0,0,0
343,-1.04,-1.04,-1.39,-1.04,-1.23,-1.01,-7.57,-7.43,-7.36,-8.18,-5.18,-5.25,-4.06,-4.01,-5.87,-5.08,-7.07,-7.77,-6.28,-7,-1.57,-1.95,-1.4,-1.16
344,-1.23,-1.71,-1.98,-1.23,-1.03,-1.25,-7.44,-7.57,-7.43,-7.96,-4.96,-5.36,-5.72,-5.6,-5.33,-5.78,-8.65,-8.45,-6.91,-5.54,0,0,0,0
345,-1.7,-1.25,-1.64,-1.7,-1.77,-1.48,-7.06,-8.76,-6.38,-8.26,-4.82,-4.43,-4.27,-4.53,-5.5,-5.53,-7.18,-7.47,-7.87,-8.45,-1.55,0,0,0
346,-1.1,-1.61,-1.46,-1.1,-1.6,-1.52,-7.9,-8.48,-7.27,-7.69,-5.07,-5.52,-5.69,-4.48,-5.87,-4.04,-8.06,-7.8,-6.69,-6.44,-1.31,-0.3,0,0
347,-1.03,-1.68,-1.32,-1.03,-1.49,-1.65,-8.3,-6.59,-7.7,-8.81,-4.65,-4.77,-5.51,-4.73,-4.08,-4.54,-8.82,-8.87,-7.66,-6.59,-1.11,0,0,0
348,-1.36,-1.8,-1.64,-1.36,-1.03,-1.63,-6.45,-6.06,-8.71,-7.11,-4.62,-5.56,-4.78,-4.23,-4.14,-5.84,-8.74,-7.66,-8.42,-7.2,-1.02,-1.63,-0.27,0
349,-1.76,-1.13,-1.87,-1.76,-1.95,-1.7,-6.45,-7.25,-8.45,-7.13,-5.16,-5.85,-5.49,-5.33,-5.29,-4.79,-8.77,-7.92,-7.36,-6.25,0,0,0,0
350,-1.35,-2,-1.34,-1.35,-1.94,-1.48,-8.42,-6.91,-6.2,-7.7,-4.23,-5.71,-4.31,-5.82,-4.88,-5.31,-7.15,-8.08,-7.01,-7.74,-1.69,-0.63,0,0
351,-1.77,-1.86,-1.1,-1.77,-1.01,-1.08,-6.18,-6.72,-7.78,-7.51,-5.12,-5.54,-5.81,-5.32,-4.86,-4.03,-8.35,-6.94,-7.58,-6.03,-1.71,-1.52,-1.75,-0.33
352,-1.38,-1.36,-1.04,-1.38,-1.3,-1.77,-7.38,-6.35,-8.04,-8.13,-5.79,-5.01,-5.47,-4.64,-5.6,-5.09,-7.23,-8.12,-6.18,-8.27,-1.67,-0.08,0,0
353,-1.47,-1.43,-1.98,-1.47,-1.81,-1.46,-7.28,-8.68,-7.17,-7.84,-5.78,-4.6,-4.6,-5.59,-4.03,-4.76,-6.86,-6.37,-7.77,-7.67,-1.42,-1.12,-0.21,0
354,-1.02,-1.15,-1.21,-1.02,-1.96,-1.62,-8.49,-7.85,-7.15,-6.07,-5.62,-5.23,-5.59,-4.05,-5.55,-5.65,-6.69,-8.93,-6.23,-6.19,-1.69,-1.34,-0.62,0
355,-1.22,-1.67,-1.8,-1.22,-1.15,-1.6,-7.58,-6.71,-6.85,-8.08,-4.58,-4.3,-4.67,-4.58,-5.49,-4.22,-6.72,-7.43,-8.64,-6.57,-1.02,-1.06,-1.73,-1.12
356,-1.04,-1.35,-1.3,-1.04,-1.28,-1.06,-6.5,-7.34,-7.42,-6.35,-4.04,-4.53,-4.42,-4.4,-4.17,-5.15,-7.56,-8.94,-7.79,-7.73,-1.31,-1.98,-1.39,-1.86
357,-1.11,-1.81,-1.8,-1.11,-1.46,-1.24,-8.74,-7.61,-7.2,-7.47,-4.77,-4.46,-5.45,-4.38,-4.17,-5.19,-8.24,-8.8,-7.8,-8.17,-0.03,0,0,0
358,-1.43,-1.4,-1.05,-1.43,-1.99,-1.3,-7.35,-8.28,-7.09,-7.26,-5.43,-4.74,-5.71,-5.86,-4.11,-4.36,-7.06,-6.34,-6.34,-6.52,-1.66,-1.37,-1.77,-1.48
